order_id,order_date,region,category,customer_segment,sales,profit,quantity
11194,2024-01-10,East,Office Supplies,Corporate,158.84,58.26,8
11195,2024-03-01,North,Furniture,Home Office,185.51,46.64,1
11196,2024-02-03,West,Office Supplies,Corporate,91.34,30.7,3
11197,2024-02-13,South,Office Supplies,Consumer,207.13,29.23,10
11198,2024-03-20,West,Furniture,Corporate,69.59,-2.5,1
11199,2024-03-29,South,Electronics,Corporate,16.91,3.42,2
11200,2024-02-20,North,Electronics,Home Office,276.59,25.09,1
11201,2024-03-24,North,Electronics,Consumer,27.26,1.65,3
11202,2024-01-11,East,Electronics,Corporate,122.55,12.28,2
11203,2024-02-12,North,Electronics,Corporate,40.3,-0.75,1
11204,2024-03-27,East,Furniture,Corporate,330.12,59.62,1
11205,2024-03-09,West,Electronics,Consumer,185.6,-12.38,5
11206,2024-02-18,East,Furniture,Home Office,1352.23,327.89,3
11207,2024-02-10,West,Electronics,Consumer,238.91,,5
11208,2024-03-21,North,Office Supplies,Consumer,25.16,8.03,1
11209,2024-03-03,West,Electronics,Corporate,4001.98,391.54,4
11210,2024-03-10,South,Office Supplies,Consumer,8.08,1.48,1
11211,2024-01-05,East,Furniture,Home Office,820.96,144.17,2
11212,2024-03-20,North,Office Supplies,Consumer,47.97,16.82,5
11213,2024-01-09,North,Office Supplies,Corporate,65.14,19.72,6
11214,2024-01-31,North,Furniture,Home Office,153.1,-19.08,2
11215,2024-03-21,North,Furniture,Corporate,339.33,95.87,1
11216,2024-03-28,West,Furniture,Home Office,30.39,5.26,1
11217,2024-02-06,East,Office Supplies,Home Office,5.69,1.01,1
11218,2024-01-30,West,Office Supplies,Home Office,186.54,25.76,10
11219,2024-01-12,South,Furniture,Consumer,516.29,96.43,1
11220,2024-02-25,North,Electronics,Home Office,1719.98,355.66,2
11221,2024-01-13,South,Electronics,Home Office,830.91,170.52,3
11222,2024-03-22,East,Office Supplies,Corporate,5.35,1.41,1
11223,2024-03-31,West,Furniture,Consumer,698.37,158.46,2
11224,2024-01-13,North,Electronics,Consumer,80.98,8.12,1
11225,2024-02-26,West,Electronics,Home Office,66.76,5.63,2
11226,2024-01-22,East,Office Supplies,Home Office,31.24,4.06,3
11227,2024-03-29,South,Office Supplies,Corporate,47.2,5.01,7
11228,2024-02-08,East,Furniture,Corporate,558.79,154.15,2
11229,2024-01-04,South,furniture,Consumer,282.23,37.46,1
11230,2024-01-06,North,Electronics,Corporate,211.44,11.76,1
11231,2024-02-11,South,Furniture,Home Office,173.83,23.27,1
11232,2024-01-08,East,Electronics,Consumer,147.09,-11.06,4
11233,2024-02-07,West,Office Supplies,Home Office,68.27,22.07,2
11234,2024-02-15,East,Office Supplies,Home Office,17.19,,2
11235,2024-02-17,East,Furniture,Consumer,79.24,-9.34,1
11236,2024-02-25,North,Electronics,Corporate,449.89,86.39,3
11237,2024-01-19,South,Electronics,Home Office,2709.09,316.13,3
11238,2024-02-01,South,Electronics,Consumer,120.74,25.02,1
11239,2024-03-08,East,Furniture,Home Office,295.21,28.76,1
11240,2024-02-22,West,Furniture,Consumer,260.36,-12.95,1
11241,2024-03-13,North,Electronics,Consumer,123.41,10.91,2
11242,2024-03-28,North,Furniture,Consumer,715.91,142.23,2
11243,2024-01-24,South,Furniture,Home Office,32.39,3.64,1
11244,2024-01-22,North,Office Supplies,Consumer,18.09,-2.7,2
11245,2024-01-23,East,Electronics,Consumer,190.73,10.8,1
11246,2024-01-11,South,Electronics,Corporate,309.16,33.88,5
11247,2024-03-19,South,Office Supplies,Consumer,47.42,9.81,-2
11248,2024-02-18,North,Electronics,Consumer,324.41,61.08,5
11249,2024-03-20,West,Office Supplies,Home Office,28.9,10.96,4
11250,2024-03-28,South,Electronics,Corporate,51.66,10.41,1
11251,2024-01-31,East,Furniture,Corporate,345.25,-48.76,1
11252,2024-03-04,West,Office Supplies,Home Office,40.19,14.07,5
11253,2024-03-15,South,Electronics,Consumer,279.69,16.74,6
11254,2024-01-19,West,ELECTRONICS,Home Office,212.44,39.49,1
11255,2024-01-30,West,Furniture,Home Office,81.61,21.67,1
11256,2024-02-29,South,Electronics,Home Office,3784.08,796.34,4
11257,2024-03-22,East,Furniture,Consumer,206.93,31.02,1
11258,2024-02-02,South,Electronics,Home Office,54.14,6.56,1
11259,2024-02-28,South,Office Supplies,Home Office,36.61,6.8,1
11260,2024-02-02,North,Electronics,Consumer,129.05,7.04,1
11261,2024-03-26,East,Office Supplies,Corporate,22.19,3.8,2
11262,2024-01-02,South,Office Supplies,Corporate,35.44,7.47,1
11263,2024-02-29,West,Office Supplies,Home Office,10.97,2.77,2
11264,2024-02-06,East,Furniture,Home Office,235.82,54.51,5
11265,2024-03-27,North,Furniture,Consumer,192.77,51.73,1
11266,2024-03-10,West,Electronics,Consumer,177.92,19.29,1
11267,2024-01-21,East,Furniture,Corporate,695.89,111.39,2
11268,2024-01-10,South,Furniture,Corporate,479.55,134.5,1
11269,2024-02-26,North,Furniture,Consumer,266.99,65.08,1
11270,2024-02-14,West,Electronics,Home Office,33.14,3.97,1
11271,2024-03-16,North,Furniture,Corporate,203.44,26.71,1
11272,2024-02-08,West,Office Supplies,Corporate,16.49,4.91,2
11273,2024-03-22,West,Furniture,Corporate,49.83,-5.08,1
11274,2024-02-24,East,Furniture,Corporate,241.91,70.8,2
11275,2024-03-29,West,Electronics,Consumer,183.5,41.16,3
11276,2024-02-02,North,Furniture,Corporate,502.53,107.5,2
11277,2024-02-28,North,Electronics,Corporate,58.27,4.03,1
11278,2024-02-08,North,Electronics,Consumer,83.12,8.1,4
11279,2024-01-26,South,Furniture,Corporate,232.89,43.73,1
11280,2024-02-19,East,Electronics,Corporate,161.93,37.6,2
11281,2024-03-02,South,Office supplies,Home Office,17.12,5.62,1
11282,2024-01-14,North,Office Supplies,Corporate,3.71,0.95,1
11283,2024-01-31,West,Furniture,Corporate,105.33,18.45,1
11284,2024-02-18,West,Office Supplies,Home Office,27.65,2.93,1
11285,2024-03-14,West,Office Supplies,Consumer,41.57,13.94,5
11286,2024-02-15,West,Electronics,Consumer,256.9,60.0,1
11287,2024-03-14,West,Office Supplies,Corporate,49.21,18.35,2
11288,2024-02-07,South,Electronics,Corporate,46.81,4.04,1
11289,2024-03-30,South,Office Supplies,Corporate,74.85,9.71,5
11290,2024-02-07,North,Furniture,Corporate,585.76,149.78,1
11291,2024-01-03,South,Electronics,Corporate,224.45,33.4,1
11292,2024-03-25,West,Office Supplies,Home Office,66.5,20.92,3
11293,2024-02-20,South,Furniture,Corporate,338.39,49.24,3
11294,2024-02-05,West,Furniture,Home Office,1161.34,320.77,3
11295,2024-01-02,East,Office Supplies,Home Office,17.92,2.64,3
11296,2024-03-13,North,Electronics,Consumer,397.07,66.56,1
11297,2024-03-28,West,Electronics,Corporate,72.57,11.39,1
11298,2024-01-07,North,Electronics,Home Office,47.5,5.69,4
11299,2024-03-18,West,Furniture,Consumer,492.92,74.68,3
11300,2024-03-04,West,Furniture,Home Office,336.19,95.9,1
11301,2024-02-06,South,Furniture,Consumer,1308.63,108.9,4
11302,2024-01-30,North,Office Supplies,Home Office,16.79,2.55,3
11303,2024-03-18,North,Office Supplies,Consumer,31.98,7.91,1
11304,2024-02-15,West,Electronics,Corporate,110.0,22.91,3
11305,2024-01-29,East,Electronics,Home Office,580.08,88.35,2
11306,2024-03-22,West,Office Supplies,Consumer,88.68,19.34,8
11307,2024-01-25,North,Furniture,Consumer,250.12,-36.63,1
11308,2024-03-20,West,Furniture,Consumer,79.5,10.0,1
11309,2024-02-02,West,Electronics,Corporate,66.47,14.08,1
11310,2024-03-27,West,Office Supplies,Consumer,42.67,-5.58,7
11311,2024-03-25,East,Electronics,Corporate,828.46,167.65,3
11312,2024-03-28,South,Office Supplies,Home Office,32.21,3.94,1
11313,2024-01-18,South,Office Supplies,Home Office,4.92,1.64,2
11314,2024-03-21,East,Office Supplies,Consumer,119.53,36.7,4
11315,2024-01-13,West,Electronics,Consumer,72.53,3.88,1
11316,2024-03-21,South,Furniture,Home Office,368.27,110.33,1
11317,2024-03-23,West,Furniture,Corporate,381.95,73.13,1
11318,2024-01-06,North,Furniture,Home Office,322.0,59.54,1
11319,2024-02-09,West,Electronics,Corporate,138.53,26.24,2
11320,2024-02-26,West,Office Supplies,Home Office,7.03,1.12,2
11321,2024-01-05,South,Electronics,Consumer,34.6,7.62,3
11322,2024-03-15,West,Office Supplies,Corporate,48.62,9.42,4
11323,2024-02-16,North,Office Supplies,Corporate,78.62,31.33,8
11324,2024-01-17,South,Office Supplies,Consumer,97.33,38.37,4
11325,2024-01-12,East,Furniture,Home Office,378.66,37.26,1
11326,2024-02-07,West,Electronics,Corporate,289.82,40.71,1
11327,2024-02-11,East,Office Supplies,Consumer,25.16,5.62,3
11328,2024-02-23,East,Electronics,Corporate,228.68,53.67,1
11329,2024-01-23,East,Furniture,Consumer,923.91,108.8,3
11330,2024-01-26,West,Office Supplies,Consumer,51.73,10.14,5
11331,2024-01-17,West,Electronics,Corporate,248.34,31.58,2
11332,2024-03-10,South,Office Supplies,Corporate,16.39,2.59,2
11333,2024-02-16,East,Electronics,Consumer,3210.38,614.37,4
11334,2024-03-08,East,Office Supplies,Home Office,32.49,10.58,4
11335,2024-03-05,West,Office Supplies,Corporate,33.89,3.49,1
11336,2024-02-04,South,Electronics,Home Office,61.51,7.88,3
11337,2024-01-22,West,Furniture,Corporate,190.39,21.71,1
11338,2024-02-02,North,Electronics,Home Office,160.67,-7.26,2
11339,2024-03-02,East,Electronics,Consumer,97.06,16.15,1
11340,2024-02-07,South,Office Supplies,Consumer,52.03,14.01,4
11341,2024-02-13,East,Office Supplies,Consumer,131.64,24.65,6
11342,2024-01-15,South,Furniture,Consumer,127.38,17.33,1
11343,2024-02-29,South,Office Supplies,Corporate,77.09,9.44,3
11344,2024-01-10,North,Office Supplies,Corporate,58.89,8.88,3
11345,2024-01-19,West,Office Supplies,Consumer,3.97,0.9,1
11346,2024-01-29,North,Office Supplies,Corporate,53.25,11.64,4
11347,2024-03-27,East,Electronics,Consumer,241.81,32.75,1
11348,2024-03-27,North,Electronics,Corporate,238.69,46.29,5
11349,2024-02-20,East,Electronics,Consumer,2369.02,473.88,2
11350,2024-03-12,South,Office Supplies,Consumer,19.01,6.23,2
11351,2024-02-16,South,Office Supplies,Consumer,40.42,13.93,6
11352,2024-01-12,North,Furniture,Corporate,598.78,,1
11353,2024-02-20,South,Furniture,Home Office,1280.21,299.17,3
11354,2024-01-02,West,Electronics,Corporate,186.44,23.49,1
11355,2024-02-03,South,Electronics,Consumer,516.77,96.53,2
11356,2024-03-09,South,Furniture,Consumer,107.86,9.76,1
11357,2024-01-16,East,Furniture,Consumer,918.8,172.91,3
11358,2024-02-28,West,Furniture,Consumer,315.38,30.51,1
11359,2024-02-17,East,Electronics,Consumer,138.85,-9.08,3
11360,2024-03-27,West,Electronics,Corporate,263.18,20.83,1
11361,2024-03-27,North,Office Supplies,Home Office,22.77,9.1,1
11362,2024-02-03,East,Office Supplies,Consumer,42.24,11.13,6
11363,2024-03-15,West,Office Supplies,Home Office,32.88,3.84,3
11364,2024-02-18,East,Office Supplies,Consumer,54.8,10.64,9
11365,2024-03-22,West,Office Supplies,Consumer,20.36,5.94,3
11366,2024-02-17,West,Furniture,Corporate,1071.94,284.43,3
11367,2024-01-14,North,Office Supplies,Consumer,56.28,6.68,4
11368,2024-03-27,North,Electronics,Corporate,1380.31,220.63,4
11369,2024-01-30,South,Electronics,Home Office,21.77,2.67,2
11370,2024-03-01,South,Electronics,Corporate,857.37,-116.86,1
11371,2024-01-04,South,Furniture,Consumer,485.44,112.17,3
11372,2024-03-20,North,Furniture,Consumer,255.49,31.91,1
11373,2024-03-12,East,Office Supplies,Consumer,29.33,10.31,1
11374,2024-02-11,North,Furniture,Home Office,707.07,159.62,4
11375,2024-03-19,East,Furniture,Consumer,723.88,103.24,2
11376,2024-01-29,East,Electronics,Consumer,50.69,9.3,1
11377,2024-03-23,North,Electronics,Home Office,175.42,26.46,1
11378,2024-01-09,West,Electronics,Home Office,241.7,-30.5,1
11379,2024-03-22,West,Furniture,Home Office,239.82,37.96,1
11380,2024-02-29,West,Electronics,Consumer,103.94,14.56,3
11381,2024-03-30,South,Electronics,Consumer,1813.87,113.63,2
11382,2024-02-08,South,Electronics,Home Office,125.63,7.18,3
11383,2024-03-24,South,Office Supplies,Home Office,31.45,12.32,2
11384,2024-02-22,West,Electronics,Corporate,63.58,13.38,8
11385,2024-01-15,South,Electronics,Corporate,586.24,129.06,2
11386,2024-01-18,South,Electronics,Corporate,218.58,,1
11387,2024-01-06,West,Furniture,Home Office,1688.58,456.71,3
11388,2024-01-05,West,Electronics,Consumer,44.57,10.86,1
11389,2024-02-08,West,Furniture,Consumer,69.47,10.4,1
11390,2024-03-04,West,Furniture,Home Office,111.15,32.79,3
11391,2024-01-15,South,Office Supplies,Corporate,33.46,4.26,3
11392,2024-01-13,West,Electronics,Consumer,11.74,,1
11393,2024-01-31,South,Furniture,Home Office,888.05,191.28,2
11394,2024-03-09,East,Office Supplies,Corporate,77.79,9.87,8
11395,2024-01-18,West,Furniture,Corporate,179.77,47.98,1
11396,2024-02-19,West,Furniture,Consumer,1697.22,378.84,3
11397,2024-02-28,West,Furniture,Consumer,310.08,57.85,1
11398,2024-02-17,North,Electronics,Consumer,298.24,71.7,1
11399,2024-03-26,West,Office Supplies,Corporate,30.16,7.59,5
11400,2024-03-30,East,Furniture,Corporate,123.4,25.86,2
11401,2024-03-10,North,Furniture,Corporate,80.5,-8.92,1
11402,2024-02-23,West,Electronics,Home Office,52.78,6.96,2
11403,2024-03-16,West,Electronics,Corporate,210.75,,1
11404,2024-01-20,West,Office Supplies,Home Office,17.33,4.41,2
11405,2024-02-23,North,Office Supplies,Home Office,29.93,3.27,4
11406,2024-03-24,South,Furniture,Consumer,59.14,12.69,1
11407,2024-01-13,East,Furniture,Home Office,360.66,53.65,1
11408,2024-03-03,South,Office Supplies,Corporate,176.33,60.47,6
11409,2024-03-19,South,Office Supplies,Corporate,22.98,5.22,1
11410,2024-02-22,South,Electronics,Consumer,244.32,30.77,1
11411,2024-02-05,West,Electronics,Corporate,185.98,30.17,4
11412,2024-01-05,South,Office Supplies,Corporate,13.29,1.57,1
11413,03/29/2024,East,Electronics,Home Office,35.25,-2.84,7
11414,2024-02-17,West,Furniture,Home Office,566.8,70.36,1
11415,2024-01-28,West,Furniture,Home Office,277.75,,1
11416,2024-02-26,East,Electronics,Consumer,95.39,10.11,3
11417,2024-02-26,South,Furniture,Home Office,1124.2,-118.53,5
11418,2024-01-31,East,Furniture,Consumer,580.44,91.15,2
11419,2024-02-16,North,Electronics,Consumer,498.82,41.01,4
11420,2024-01-13,West,Electronics,Home Office,19.43,1.92,2
11421,2024-03-28,West,Furniture,Consumer,735.06,216.6,3
11422,2024-02-17,South,Electronics,Home Office,88.16,,2
11423,2024-03-10,West,Electronics,Consumer,368.92,26.36,2
11424,2024-03-23,West,Office Supplies,Home Office,28.93,6.29,2
11425,2024-02-15,South,Electronics,Consumer,198.26,24.47,2
11426,2024-01-08,South,Office Supplies,Corporate,49.43,12.75,8
11427,2024-02-20,North,Furniture,Home Office,107.94,30.82,2
11428,2024-02-05,East,Electronics,Consumer,96.07,6.25,3
11429,2024-01-25,East,Furniture,Consumer,903.09,109.04,2
11430,2024-01-16,South,Furniture,Corporate,1820.1,525.35,4
11431,2024-02-28,North,Furniture,Consumer,811.69,84.19,3
11432,2024-01-12,North,Electronics,Home Office,265.9,45.31,4
11433,2024-03-25,North,Office Supplies,Consumer,33.41,4.01,3
11434,2024-01-28,West,Office Supplies,Home Office,79.06,26.46,6
11435,2024-03-23,West,Office Supplies,Corporate,8.7,1.07,2
11436,2024-03-22,West,Furniture,Corporate,398.13,81.24,1
11437,2024-03-17,East,Furniture,Corporate,639.0,173.99,2
11438,2024-01-03,West,Electronics,Home Office,33.8,2.4,4
11439,2024-01-07,East,Electronics,Consumer,68.39,14.84,1
11440,2024-02-12,West,Electronics,Home Office,461.73,71.95,4
11441,2024-02-01,North,Electronics,Home Office,2101.2,223.04,2
11442,2024-01-17,South,Furniture,Corporate,730.01,203.91,3
11443,2024-03-13,West,Furniture,Home Office,383.37,96.0,1
11444,2024-01-27,South,Furniture,Consumer,771.87,119.98,3
11445,2024-01-09,North,Office Supplies,Home Office,26.37,7.5,3
11446,2024-03-11,East,Furniture,Home Office,291.08,-30.15,1
11447,2024-01-27,West,Furniture,Corporate,529.88,90.83,2
11448,2024-03-16,East,Office Supplies,Corporate,20.81,6.88,4
11449,2024-01-28,North,Furniture,Home Office,515.96,-46.14,2
11450,2024-01-30,South,Furniture,Home Office,113.31,31.46,1
11451,2024-02-12,North,Electronics,Consumer,227.24,55.51,1
11452,2024-01-19,East,Furniture,Home Office,280.17,76.61,1
11453,2024-03-17,South,Office Supplies,Corporate,35.43,6.04,1
11454,2024-01-01,South,Electronics,Consumer,92.86,4.83,1
11455,2024-02-05,North,Electronics,Consumer,97.99,11.59,1
11456,2024-01-19,North,Furniture,Consumer,399.63,119.59,2
11457,2024-01-17,East,Furniture,Consumer,69.61,6.52,1
11458,2024-03-10,West,Office Supplies,Home Office,10.72,2.65,3
11459,2024-02-02,West,Electronics,Consumer,172.27,20.82,2
11460,2024-01-23,South,Office Supplies,Home Office,15.33,-1.17,2
11461,2024-01-15,East,Office Supplies,Corporate,14.21,1.87,1
11462,2024-03-25,West,Office Supplies,Consumer,25.76,5.63,4
11463,2024-01-04,North,Electronics,Corporate,304.51,50.27,5
11464,2024-01-17,North,Electronics,Corporate,31.05,7.05,1
11465,2024-01-02,East,OFFICE SUPPLIES,Consumer,38.89,4.44,6
11466,2024-02-15,North,Furniture,Corporate,74.87,17.91,2
11467,2024-01-31,South,Electronics,Corporate,374.18,20.08,1
11468,2024-03-16,East,Furniture,Home Office,136.63,32.47,1
11469,2024-02-11,South,Electronics,Consumer,712.84,110.6,3
11470,2024-01-03,West,Furniture,Corporate,862.98,229.09,2
11471,2024-01-23,South,Electronics,Corporate,296.33,-38.0,4
11472,2024-02-03,South,Office Supplies,Home Office,95.05,34.86,3
11473,2024-01-07,North,Furniture,Home Office,567.01,126.41,2
11474,2024-01-17,North,Furniture,Corporate,86.78,19.88,1
11475,2024-02-23,South,Office Supplies,Corporate,17.78,6.96,1
11476,2024-03-08,West,Furniture,Consumer,183.56,17.77,1
11477,2024-01-15,South,Furniture,Home Office,251.21,-20.79,1
11478,2024-01-09,South,Electronics,Corporate,5373.32,1337.9,5
11479,2024-03-01,East,Office Supplies,Home Office,43.92,13.97,5
11480,2024-02-27,West,Electronics,Corporate,2782.71,379.65,3
11481,2024-02-16,West,Furniture,Corporate,792.78,,2
11482,2024-03-06,North,Furniture,Home Office,74.08,20.84,1
11483,2024-03-16,East,Office Supplies,Home Office,4.79,1.56,2
11484,2024-01-14,West,Electronics,Consumer,434.14,60.7,2
11485,2024-02-27,North,Electronics,Home Office,147.59,8.97,3
11486,2024-03-05,South,Furniture,Home Office,217.26,52.46,4
11487,2024-01-29,West,Electronics,Corporate,130.17,14.31,1
11488,2024-03-19,South,Electronics,Home Office,164.78,26.72,1
11489,2024-01-06,East,Electronics,Home Office,922.58,187.44,1
11490,2024-03-25,South,Office Supplies,Corporate,36.58,10.56,4
11491,2024-03-07,South,Furniture,Consumer,199.29,36.79,1
11492,2024-02-08,West,Electronics,Consumer,63.05,13.68,1
11493,2024-02-28,East,Electronics,Home Office,105.37,20.6,3
11494,2024-03-23,West,Furniture,Consumer,349.79,81.46,1
11495,2024-01-04,South,Electronics,Corporate,80.73,16.62,2
11496,2024-01-08,South,Furniture,Home Office,153.56,28.1,1
11497,2024-03-02,North,Office Supplies,Corporate,14.0,4.64,1
11498,2024-02-21,East,Office Supplies,Home Office,11.67,2.42,1
11499,2024-02-24,East,Office Supplies,Consumer,158.9,55.5,4
11500,2024-03-28,North,Electronics,Consumer,126.26,24.8,3
11501,2024-01-14,South,Furniture,Consumer,182.1,46.54,1
11502,2024-03-03,East,Office Supplies,Home Office,27.24,10.63,1
11503,2024-02-26,South,Office Supplies,Corporate,44.71,12.5,5
11504,2024-01-10,West,Furniture,Corporate,261.31,55.79,1
11505,2024-01-11,North,Office Supplies,Corporate,16.4,4.39,4
11506,2024-02-11,South,Electronics,Corporate,230.57,39.98,1
11507,2024-03-18,West,Office Supplies,Home Office,155.08,42.3,7
11508,2024-01-19,North,Office Supplies,Home Office,74.11,10.7,2
11509,2024-01-09,South,Office Supplies,Home Office,45.1,14.93,4
11510,2024-01-17,South,Electronics,Consumer,215.82,-12.18,4
11511,2024-02-05,East,Office Supplies,Consumer,41.05,9.72,2
11512,2024-03-20,South,Electronics,Home Office,322.76,46.05,4
11513,2024-03-22,East,Electronics,Consumer,75.41,14.05,2
11514,2024-03-15,East,Electronics,Corporate,119.56,9.25,4
11515,2024-03-11,West,Office Supplies,Home Office,46.08,14.95,6
11516,2024-02-11,East,Electronics,Consumer,151.73,28.8,1
11517,2024-02-18,West,Office Supplies,Consumer,28.14,6.22,5
11518,2024-03-17,East,Office Supplies,Home Office,77.98,24.94,2
11519,2024-03-08,South,Furniture,Home Office,442.79,96.54,1
11520,2024-02-07,South,Electronics,Consumer,2570.22,484.04,3
11521,2024-02-28,East,Electronics,Consumer,289.81,37.76,3
11522,2024-03-05,South,Electronics,Home Office,740.73,69.08,2
11523,2024-03-18,South,Furniture,Home Office,93.58,9.72,1
11524,2024-02-25,North,Office Supplies,Home Office,26.93,4.79,3
11525,2024-01-13,West,Furniture,Home Office,196.05,35.56,1
11526,2024-03-30,West,Electronics,Consumer,7.51,1.76,1
11527,2024-01-15,West,Furniture,Home Office,228.14,43.53,1
11528,2024-03-24,South,Electronics,Consumer,241.64,30.83,1
11529,2024-03-24,East,Office supplies,Home Office,17.09,1.97,1
11530,2024-03-11,West,Office Supplies,Consumer,18.05,3.6,3
11531,2024-01-28,West,Furniture,Consumer,201.87,25.33,3
11532,2024-02-25,North,Office Supplies,Corporate,38.44,15.25,2
11533,2024-02-27,North,Electronics,Home Office,932.3,126.29,4
11534,2024-01-30,North,Office Supplies,Corporate,31.3,3.93,3
11535,2024-02-22,East,Office Supplies,Corporate,124.21,32.6,9
11536,2024-02-13,South,Furniture,Corporate,1104.08,326.91,4
11537,2024-02-28,West,Electronics,Consumer,65.74,6.9,2
11538,2024-02-21,North,Furniture,Consumer,331.24,28.18,1
11539,2024-02-23,West,Office Supplies,Consumer,2.03,0.45,1
11540,2024-01-13,East,Office Supplies,Home Office,8.24,2.06,1
11541,2024-02-10,North,Furniture,Consumer,421.86,119.31,1
11542,2024-02-24,West,Electronics,Consumer,89.99,,1
11543,2024-02-10,West,Furniture,Corporate,660.33,59.6,2
11544,2024-03-26,East,Office Supplies,Consumer,42.93,13.04,7
11545,2024-02-02,South,Office Supplies,Consumer,69.6,15.08,8
11546,2024-02-17,East,Furniture,Consumer,324.16,64.18,1
11547,2024-01-20,South,Office Supplies,Home Office,33.17,11.5,3
11548,2024-03-28,West,Office Supplies,Consumer,6.14,2.27,1
11549,2024-03-01,West,Furniture,Home Office,87.8,8.56,1
11550,2024-01-09,West,Furniture,Home Office,89.29,7.38,1
11551,2024-01-12,East,Office Supplies,Home Office,31.37,,3
11552,2024-01-11,,Electronics,Corporate,50.03,9.57,1
11553,2024-01-12,North,Furniture,Consumer,260.57,44.24,1
11554,2024-02-25,North,Office Supplies,Consumer,18.83,7.06,2
11555,2024-01-13,North,Office Supplies,Home Office,56.75,11.47,3
11556,2024-02-17,West,Furniture,Consumer,1080.2,305.96,2
11557,2024-01-17,South,Furniture,Corporate,228.92,47.38,1
11558,2024-03-12,North,Furniture,Corporate,410.86,58.81,1
11559,2024-01-08,South,Electronics,Home Office,292.79,,1
11560,2024-03-16,East,Electronics,Consumer,51.82,9.2,7
11561,2024-03-12,West,Office Supplies,Consumer,94.74,34.77,6
11562,2024-03-12,South,Office Supplies,Consumer,10.37,1.44,1
11563,2024-02-12,East,Furniture,Consumer,226.7,21.57,1
11564,2024-03-26,West,Furniture,Consumer,65.74,13.12,1
11565,2024-01-16,East,Furniture,Home Office,403.11,95.46,1
11566,2024-02-22,North,Electronics,Corporate,152.22,17.87,1
11567,2024-02-15,East,Furniture,Corporate,67.3,14.9,1
11568,2024-03-26,West,Electronics,Consumer,3463.3,521.62,4
11569,2024-02-24,North,Furniture,Corporate,421.14,118.44,2
11570,2024-01-07,North,Office Supplies,Corporate,38.83,11.02,1
11571,2024-02-06,West,Electronics,Corporate,230.18,17.27,1
11572,2024-03-17,North,Furniture,Consumer,596.9,53.51,3
11573,2024-02-09,South,Furniture,Corporate,639.69,151.55,2
11574,2024-02-15,North,Furniture,Corporate,1047.95,217.69,3
11575,2024-01-14,North,Furniture,Home Office,182.12,50.46,1
11576,2024-03-14,West,Office Supplies,Consumer,19.1,3.2,6
11577,2024-03-05,South,Furniture,Home Office,1566.45,,4
11578,2024-01-28,West,Furniture,Corporate,280.03,34.7,1
11579,2024-01-20,East,Furniture,Corporate,362.31,33.62,4
11580,2024-03-25,East,Electronics,Consumer,153.91,30.55,1
11581,2024-03-02,West,Furniture,Consumer,756.72,151.38,2
11582,2024-01-29,West,Electronics,Consumer,70.52,17.57,1
11583,2024-01-14,South,Furniture,Consumer,636.88,91.83,3
11584,2024-02-14,North,Electronics,Consumer,75.21,6.54,1
11585,2024-03-12,East,Furniture,Consumer,52.16,8.41,1
11586,2024-02-17,West,Electronics,Home Office,256.52,58.22,1
11587,2024-01-15,West,Furniture,Corporate,279.83,46.03,1
11588,2024-02-05,South,Office Supplies,Corporate,23.41,7.77,1
11589,2024-03-14,West,Furniture,Consumer,591.42,65.34,1
11590,2024-01-29,North,Electronics,Consumer,39.37,9.82,1
11591,2024-02-24,North,Electronics,Home Office,120.35,11.85,2
11592,2024-03-12,East,Electronics,Corporate,2243.43,511.2,2
11593,2024-03-20,West,Office Supplies,Corporate,28.81,8.63,2
11594,2024-03-19,West,Furniture,Consumer,191.02,38.47,1
11595,2024-03-27,South,Furniture,Home Office,193.81,54.99,1
11596,2024-03-23,South,Office Supplies,Corporate,47.61,11.84,5
11597,2024-03-12,South,Electronics,Home Office,74.6,9.22,1
11598,2024-01-04,West,Furniture,Home Office,262.47,25.31,1
11599,2024-03-18,South,Electronics,Consumer,676.08,135.49,3
11600,2024-03-25,South,Office Supplies,Consumer,49.94,10.37,5
11601,2024-03-29,North,Electronics,Corporate,51.88,10.88,4
11602,2024-02-04,West,Electronics,Consumer,138.03,32.06,3
11603,2024-01-04,North,Office Supplies,Consumer,27.6,8.47,2
11604,2024-01-24,East,Furniture,Home Office,128.47,22.96,2
11605,2024-02-04,South,Office Supplies,Corporate,30.14,10.72,3
11606,2024-03-30,North,Furniture,Home Office,77.68,20.65,1
11607,2024-02-09,North,Furniture,Corporate,388.97,34.78,2
11608,2024-02-13,East,Electronics,Corporate,121.92,29.94,2
11609,2024-02-14,West,Furniture,Consumer,268.39,-33.66,1
11610,2024-01-01,South,Furniture,Consumer,410.12,-48.18,1
11611,2024-01-24,East,Electronics,Consumer,3861.66,481.7,4
11612,2024-01-19,East,Furniture,Home Office,65.25,13.53,2
11613,2024-03-13,South,Electronics,Corporate,30.02,6.08,5
11614,2024-03-25,East,Furniture,Corporate,118.95,25.81,1
11615,2024-02-21,North,Electronics,Home Office,46.94,7.14,2
11616,2024-01-09,East,Office Supplies,Corporate,42.0,-4.0,5
11617,2024-01-19,East,Office Supplies,Consumer,69.41,17.57,6
11618,2024-03-22,South,Office Supplies,Home Office,8.89,2.25,3
11619,2024-01-04,North,Furniture,Consumer,247.29,-13.07,1
11620,2024-01-12,North,Office Supplies,Home Office,13.43,5.19,1
